	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
1839	5	10.99	0.05	Neural Network (Specific Model)	11	0.783	44847	329.1515650741351	763522	0.52	607	51	120188		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1840	6	48.26	7.85	Gradient Boost (General Model)	11	0.871	2184	225.16674097191265	1735137	0.36	2243	746	37292		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1841	7	15.38	0.11	Neural Network (Specific Model)	11	0.89	20716	277.1312910284464	426252	0.36	457	88	21946		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1842	8	21.02	1.26	Neural Network (Specific Model)	11	0.837	23010	268.5730622617535	755741	0.37	787	109	24728		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1843	9	69.7	20.67	Gradient Boost (General Model)	11	0.911	4152	261.35185185185185	1762651	0.37	2052	600	27553		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1844	10	42.1	7.38	Neural Network (Specific Model)	11	0.809	2580	226.0071232876712	1527892	0.39	1825	607	43159		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1845	11	51.35	9.89	Gradient Boost (General Model)	11	0.862	2127	225.24432234432237	2134407	0.36	2730	978	11363		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1846	12	85.58	15.61	Neural Network (Specific Model)	11	0.893	8910	276.93540925266905	5218210	0.56	5620	1078	59936		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1847	13	7.05	7.02	Neural Network (Specific Model)	11	0.915	5742	216.5977011494253	123394	0.39	174	42	30378		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1848	14	28.06	3.69	Neural Network (Specific Model)	11	0.864	9388	292.47867803837954	950122	0.38	938	108	10153		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1849	15	54.83	6.96	Gradient Boost (General Model)	11	0.906	9512	269.54753199268737	974531	0.46	1094	296	24661		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1850	16	29.0	3.57	Neural Network (Specific Model)	11	0.919	8527	291.8645690834473	694522	0.42	731	231	34179		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1851	17	33.54	7.19	Neural Network (Specific Model)	11	0.914	5685	263.5708333333333	828982	0.36	960	286	46373		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1852	18	61.22	19.58	Neural Network (Specific Model)	11	0.857	2699	221.0599095704597	2048680	0.35	2654	796	48645		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1853	19	39.73	6.76	Neural Network (Specific Model)	11	0.909	4131	281.72439759036143	617021	0.38	664	204	22025		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1854	20	57.86	21.36	Gradient Boost (General Model)	11	0.745	2565	196.3417300380228	6639337	0.32	8416	2896	19664		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1855	21	54.35	19.36	Gradient Boost (General Model)	11	0.751	7105	225.90409764603316	4128883	0.4	4588	1422	30745		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1856	22	16.25	4.7	Neural Network (Specific Model)	11	0.841	1907	227.99887514060745	721083	0.48	889	356	36391		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1857	23	17.89	2.22	Neural Network (Specific Model)	11	0.924	2120	299.36026936026934	288379	0.37	297	133	14193		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1858	24	73.2	22.96	Gradient Boost (General Model)	11	0.835	4621	250.9184839044652	3463328	0.42	3852	971	19783		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1859	25	11.58	3.43	Neural Network (Specific Model)	11	0.933	2205	278.3290322580645	138445	0.38	155	65	13029		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1860	26	48.96	14.29	Gradient Boost (General Model)	11	0.802	3824	221.6448476992871	2551899	0.43	3086	908	37303		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1861	27	73.04	34.51	Gradient Boost (General Model)	11	0.864	2183	235.20349371743796	2658257	0.46	3263	1228	23667		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1862	28	33.98	14.94	Neural Network (Specific Model)	11	0.91	1747	251.25977653631284	1183501	0.48	1432	592	18837		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1863	29	57.78	12.41	Gradient Boost (General Model)	11	0.842	3552	248.6439419507256	2618701	0.38	2963	758	4232		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1864	30	53.35	31.46	Neural Network (Specific Model)	11	0.752	2118	194.87248178311188	3619545	0.45	4666	1852	16739		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1865	31	47.05	11.7	Neural Network (Specific Model)	11	0.87	1695	219.8640826873385	1463713	0.42	1935	857	50077		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1866	32	80.54	31.27	Gradient Boost (General Model)	11	0.9	1909	233.68411659726357	3919426	0.44	5043	2077	20010		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1867	33	86.58	50.01	Neural Network (Specific Model)	11	0.878	1947	240.67049689440995	5284572	0.59	6440	2796	19219		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1868	34	38.2	11.19	Gradient Boost (General Model)	11	0.845	2974	255.77022153529109	1758126	0.41	1941	593	3287		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1869	35	47.02	24.92	Gradient Boost (General Model)	11	0.937	1738	276.7721729490022	1596093	0.48	1804	966	9575		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1870	0.fa	40.63	3.14	Neural Network (Specific Model)	11	0.846	1999	225.94391332058635	1254239	0.46	1569	673	7827		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1871	10167.fa	5.44	0.22	Neural Network (Specific Model)	4	0.74	1811	177.25992063492063	360178	0.44	504	205	8076		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1872	10372.fa	21.55	1.21	Neural Network (Specific Model)	11	0.9	1365	200.99863760217983	490475	0.37	734	341	4166		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1873	10713.fa	8.03	0.07	Neural Network (Specific Model)	11	0.729	1780	177.1996644295302	433405	0.29	596	247	5133		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1874	10960.fa	98.53	3.96	Neural Network (Specific Model)	11	0.896	16112	336.2409152086137	1670906	0.61	1486	199	56668		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1875	11159.fa	35.13	4.14	Neural Network (Specific Model)	11	0.829	2838	229.3083491461101	873167	0.45	1054	345	9517		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1876	11504.fa	11.85	0.49	Neural Network (Specific Model)	11	0.887	1496	235.13101160862357	478628	0.6	603	311	4706		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1877	11815.fa	36.2	5.42	Neural Network (Specific Model)	11	0.897	4635	259.75424575424574	868681	0.37	1001	265	25622		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1878	12080.fa	8.15	0.38	Neural Network (Specific Model)	11	0.885	1904	306.34013605442175	457335	0.36	441	244	11006		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1879	12324.fa	7.92	0.31	Neural Network (Specific Model)	11	0.702	2792	215.0461254612546	496244	0.39	542	210	13805		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1880	12534.fa	30.68	0.31	Neural Network (Specific Model)	11	0.925	1627	237.3758700696056	331314	0.37	431	202	5322		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1881	12736.fa	5.71	0.02	Neural Network (Specific Model)	11	0.92	2756	245.9344262295082	244066	0.33	305	106	10111		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1882	12842.fa	12.68	5.08	Neural Network (Specific Model)	11	0.888	1784	268.72964169381106	278280	0.47	307	158	7280		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1883	13000.fa	28.97	6.4	Neural Network (Specific Model)	11	0.873	2820	238.54859335038364	640341	0.34	782	259	15618		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1884	13259.fa	9.45	0.2	Neural Network (Specific Model)	11	0.881	1931	239.32615384615383	264446	0.46	325	146	7492		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1885	13405.fa	8.28	0.47	Neural Network (Specific Model)	11	0.805	1843	204.34438775510205	297894	0.45	392	166	5892		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1886	13571.fa	24.17	19.37	Neural Network (Specific Model)	11	0.869	1879	255.46341463414635	361087	0.47	410	192	7468		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1887	13763.fa	6.95	0.28	Neural Network (Specific Model)	11	0.832	1712	193.94146341463411	286137	0.43	410	167	9445		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1888	13930.fa	40.61	2.58	Neural Network (Specific Model)	11	0.882	5692	275.245521601686	887505	0.35	949	218	20124		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1889	14148.fa	9.22	0.01	Neural Network (Specific Model)	11	0.774	2852	221.41596638655463	407579	0.31	476	162	12069		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1890	14310.fa	12.75	0.25	Neural Network (Specific Model)	11	0.738	3768	197.91775923718717	673211	0.3	839	223	24753		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1891	14533.fa	11.88	1.23	Neural Network (Specific Model)	11	0.688	3085	204.01075268817203	659515	0.39	744	249	50078		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1892	14782.fa	5.71	0.03	Neural Network (Specific Model)	11	0.863	4167	214.0239361702128	278669	0.43	376	91	32118		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1893	14873.fa	6.16	0.02	Neural Network (Specific Model)	11	0.847	3209	215.7593984962406	304064	0.4	399	128	28162		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1894	15001.fa	9.21	0.31	Neural Network (Specific Model)	11	0.845	2013	224.11494252873564	207258	0.46	261	106	6222		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1895	15107.fa	12.16	0.17	Neural Network (Specific Model)	11	0.905	1293	187.3823529411765	336935	0.36	544	252	3589		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1896	15359.fa	41.9	5.12	Neural Network (Specific Model)	11	0.848	6259	280.7403314917127	1076541	0.45	1086	218	24279		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1897	15577.fa	15.0	1.34	Neural Network (Specific Model)	11	0.863	2439	242.43582887700532	314588	0.46	374	133	9394		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1898	15710.fa	10.76	0.01	Neural Network (Specific Model)	11	0.769	1647	181.9353348729792	306142	0.43	433	184	6347		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1899	15894.fa	5.06	0.01	Neural Network (Specific Model)	11	0.672	2234	166.1875	201435	0.32	272	95	9951		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1900	15989.fa	14.39	0.16	Neural Network (Specific Model)	11	0.885	1505	226.23076923076923	268795	0.43	351	177	5125		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1901	16166.fa	17.65	2.41	Neural Network (Specific Model)	11	0.901	1275	207.175	550334	0.61	800	411	4815		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1902	16577.fa	95.76	0.24	Neural Network (Specific Model)	11	0.892	90094	293.1105379513633	1336046	0.45	1357	18	247462		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1903	16595.fa	4.56	0.11	Neural Network (Specific Model)	11	0.982	3185	645.1086956521739	271858	0.4	138	108	13811		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1904	16703.fa	7.72	0.01	Neural Network (Specific Model)	11	0.829	3279	240.77066666666667	325726	0.37	375	121	47687		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1905	16824.fa	10.07	0.35	Neural Network (Specific Model)	11	0.859	1432	236.51076923076923	268024	0.47	325	180	4717		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1906	17004.fa	34.68	4.43	Neural Network (Specific Model)	11	0.901	5201	252.3272727272727	553734	0.37	660	158	20179		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1907	17162.fa	10.86	0.08	Neural Network (Specific Model)	11	0.86	4366	231.05208333333331	308908	0.35	384	95	11827		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1908	17257.fa	6.73	0.32	Neural Network (Specific Model)	11	0.71	1876	176.62585034013603	327698	0.38	441	180	6587		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1909	17437.fa	2.53	0.0	Neural Network (Specific Model)	11	0.125	2428	79.99346405228758	290845	0.22	153	128	31107		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1910	17565.fa	5.98	0.07	Neural Network (Specific Model)	11	0.715	2645	196.9769585253456	358028	0.4	434	149	13231		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1911	17714.fa	29.13	5.65	Neural Network (Specific Model)	11	0.853	4399	256.72914285714285	789586	0.33	875	227	12699		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1912	17941.fa	13.76	0.25	Neural Network (Specific Model)	11	0.906	3463	198.86345381526104	490028	0.46	747	171	39063		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1913	18112.fa	6.51	0.04	Neural Network (Specific Model)	11	0.768	3138	227.97245762711864	416910	0.51	472	157	8995		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1914	18269.fa	6.36	0.01	Neural Network (Specific Model)	11	0.867	4038	256.33216783216784	253554	0.35	286	78	20277		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1915	18347.fa	10.42	0.05	Neural Network (Specific Model)	11	0.843	9117	199.4	233069	0.34	330	45	40559		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1916	18392.fa	5.38	0.01	Neural Network (Specific Model)	11	0.883	164069	273.79555555555555	209119	0.4	225	2	164069		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1917	1995.fa	17.16	1.0	Neural Network (Specific Model)	11	0.872	1884	199.5482502651113	645316	0.46	943	348	14344		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1918	2343.fa	13.46	1.17	Neural Network (Specific Model)	4	0.734	1505	168.34445446348062	756940	0.43	1109	499	5891		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1919	2842.fa	13.31	4.68	Neural Network (Specific Model)	11	0.89	1739	244.08783783783784	242962	0.46	296	141	8944		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1920	2983.fa	45.86	8.41	Neural Network (Specific Model)	11	0.865	7341	283.8632530120482	1633014	0.33	1660	309	39632		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1921	3292.fa	15.0	0.6	Neural Network (Specific Model)	11	0.889	2856	233.74520069808028	451010	0.34	573	185	10948		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1922	3477.fa	11.85	0.22	Neural Network (Specific Model)	11	0.891	2221	224.1161825726141	362846	0.36	482	168	19843		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
1923	3645.fa	6.78	0.51	Neural Network (Specific Model)	11	0.888	1816	264.6674698795181	370341	0.62	415	197	12586		SRR24759596	checkm2 on collection 2942: Quality report	comebin-single-sample-binning
